7.2_raw.csv_filtered_by_correlation15_SNR20_individual_replacement_strategy_1_previous_point,0.271,-0.017,-0.017,0.001,0.0,0.0,0.035,0.024,0.013,-0.498,-1.175,-1.021,0.13,2.757,3.824,0.0,0.0,0.0,0.371,-0.478,-1.01,-0.656,-0.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,11,3,0,0,30,21,55,4,20,25,7,38,200,0.15,0.105,0.275,0.02,0.1,0.125,0.035,0.19,4,-2,55,2,
Thu Dec  1 02:40:23 2022,average_velocity_U,average_velocity_V,average_velocity_W,U_variance_Prime,V_variance_Prime,W_variance_Prime,U_stdev_Prime,V_stdev_Prime,W_stdev_Prime,Skewness_U_Prime,Skewness_V_Prime,Skewness_W_Prime,Kurtosis_U_Prime,Kurtosis_V_Prime,Kurtosis_W_Prime,Reynolds_stress_u'v',Reynolds_stress_u'w',Reynolds_stress_v'w',Anisotropy,M30,M03,M12,M21,fku_2d,Fku_2d,fkw_2d,Fkw_2d,fku_3d,Fku_3d,fkw_3d,Fkw_3d,TKE_3d,Q1_K_Value,Q2_K_Value,Q3_K_Value,Q4_K_Value,e,ED,Octant_plus_1,Octant_minus_1,Octant_plus_2,Octant_minus_2,Octant_plus_3,Octant_minus_3,Octant_plus_4,Octant_minus_4,Total_Octant_sample,Probability_Octant_plus_1,Probability_Octant_minus_1,Probability_Octant_plus_2,Probability_Octant_minus_2,Probability_Octant_plus_3,Probability_Octant_minus_3,Probability_Octant_plus_4,Probability_Octant_minus_4,Min_Octant_Count,Min_Octant_Count_id,Max_Octant_Count,Max_Octant_Count_id,
7.9_raw.csv_filtered_by_correlation15_SNR20_all_replacement_strategy_1_previous_point,0.271,-0.017,-0.017,0.001,0.0,0.0,0.035,0.024,0.013,-0.498,-1.175,-1.021,0.13,2.757,3.824,0.0,0.0,0.0,0.371,-0.478,-1.01,-0.656,-0.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,11,3,0,0,30,21,55,4,20,25,7,38,200,0.15,0.105,0.275,0.02,0.1,0.125,0.035,0.19,4,-2,55,2,
7.9_raw.csv_filtered_by_correlation15_SNR20_individual_replacement_strategy_1_previous_point,0.271,-0.017,-0.017,0.001,0.0,0.0,0.035,0.024,0.013,-0.498,-1.175,-1.021,0.13,2.757,3.824,0.0,0.0,0.0,0.371,-0.478,-1.01,-0.656,-0.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,11,3,0,0,30,21,55,4,20,25,7,38,200,0.15,0.105,0.275,0.02,0.1,0.125,0.035,0.19,4,-2,55,2,
7.6_raw.csv_filtered_by_correlation15_SNR20_all_replacement_strategy_1_previous_point,0.271,-0.017,-0.017,0.001,0.0,0.0,0.035,0.024,0.013,-0.498,-1.175,-1.021,0.13,2.757,3.824,0.0,0.0,0.0,0.371,-0.478,-1.01,-0.656,-0.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,11,3,0,0,30,21,55,4,20,25,7,38,200,0.15,0.105,0.275,0.02,0.1,0.125,0.035,0.19,4,-2,55,2,
7.6_raw.csv_filtered_by_correlation15_SNR20_individual_replacement_strategy_1_previous_point,0.271,-0.017,-0.017,0.001,0.0,0.0,0.035,0.024,0.013,-0.498,-1.175,-1.021,0.13,2.757,3.824,0.0,0.0,0.0,0.371,-0.478,-1.01,-0.656,-0.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,11,3,0,0,30,21,55,4,20,25,7,38,200,0.15,0.105,0.275,0.02,0.1,0.125,0.035,0.19,4,-2,55,2,
7.2_raw.csv_filtered_by_correlation15_SNR20_all_replacement_strategy_1_previous_point,0.271,-0.017,-0.017,0.001,0.0,0.0,0.035,0.024,0.013,-0.498,-1.175,-1.021,0.13,2.757,3.824,0.0,0.0,0.0,0.371,-0.478,-1.01,-0.656,-0.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,11,3,0,0,30,21,55,4,20,25,7,38,200,0.15,0.105,0.275,0.02,0.1,0.125,0.035,0.19,4,-2,55,2,
7.2_raw.csv_filtered_by_correlation15_SNR20_individual_replacement_strategy_1_previous_point,0.271,-0.017,-0.017,0.001,0.0,0.0,0.035,0.024,0.013,-0.498,-1.175,-1.021,0.13,2.757,3.824,0.0,0.0,0.0,0.371,-0.478,-1.01,-0.656,-0.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,11,3,0,0,30,21,55,4,20,25,7,38,200,0.15,0.105,0.275,0.02,0.1,0.125,0.035,0.19,4,-2,55,2,
Thu Dec  1 11:55:33 2022,average_velocity_U,average_velocity_V,average_velocity_W,U_variance_Prime,V_variance_Prime,W_variance_Prime,U_stdev_Prime,V_stdev_Prime,W_stdev_Prime,Skewness_U_Prime,Skewness_V_Prime,Skewness_W_Prime,Kurtosis_U_Prime,Kurtosis_V_Prime,Kurtosis_W_Prime,Reynolds_stress_u'v',Reynolds_stress_u'w',Reynolds_stress_v'w',Anisotropy,M30,M03,M12,M21,fku_2d,Fku_2d,fkw_2d,Fkw_2d,fku_3d,Fku_3d,fkw_3d,Fkw_3d,TKE_3d,Q1_K_Value,Q2_K_Value,Q3_K_Value,Q4_K_Value,e,ED,Octant_plus_1,Octant_minus_1,Octant_plus_2,Octant_minus_2,Octant_plus_3,Octant_minus_3,Octant_plus_4,Octant_minus_4,Total_Octant_sample,Probability_Octant_plus_1,Probability_Octant_minus_1,Probability_Octant_plus_2,Probability_Octant_minus_2,Probability_Octant_plus_3,Probability_Octant_minus_3,Probability_Octant_plus_4,Probability_Octant_minus_4,Min_Octant_Count,Min_Octant_Count_id,Max_Octant_Count,Max_Octant_Count_id,
7.9_raw.csv_filtered_by_correlation20_SNR15_all_replacement_strategy_1_previous_point,0.27,-0.026,-0.019,0.013,0.013,0.001,0.115,0.115,0.03,0.755,-3.68,-0.565,14.984,37.263,11.277,0.0,-0.003,-0.0,0.261,0.741,-0.58,0.59,-0.721,0.001,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,27,2,20,0,0,26,31,54,22,20,15,17,15,200,0.13,0.155,0.27,0.11,0.1,0.075,0.085,0.075,15,-3,54,2,
7.9_raw.csv_filtered_by_correlation20_SNR15_individual_replacement_strategy_1_previous_point,0.27,-0.026,-0.019,0.013,0.013,0.001,0.115,0.115,0.03,0.755,-3.68,-0.565,14.984,37.263,11.277,0.0,-0.003,-0.0,0.261,0.741,-0.58,0.59,-0.721,0.001,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,27,2,20,0,0,26,31,54,22,20,15,17,15,200,0.13,0.155,0.27,0.11,0.1,0.075,0.085,0.075,15,-3,54,2,
7.6_raw.csv_filtered_by_correlation20_SNR15_all_replacement_strategy_1_previous_point,0.27,-0.026,-0.019,0.013,0.013,0.001,0.115,0.115,0.03,0.755,-3.68,-0.565,14.984,37.263,11.277,0.0,-0.003,-0.0,0.261,0.741,-0.58,0.59,-0.721,0.001,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,27,2,20,0,0,26,31,54,22,20,15,17,15,200,0.13,0.155,0.27,0.11,0.1,0.075,0.085,0.075,15,-3,54,2,
7.6_raw.csv_filtered_by_correlation20_SNR15_individual_replacement_strategy_1_previous_point,0.27,-0.026,-0.019,0.013,0.013,0.001,0.115,0.115,0.03,0.755,-3.68,-0.565,14.984,37.263,11.277,0.0,-0.003,-0.0,0.261,0.741,-0.58,0.59,-0.721,0.001,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,27,2,20,0,0,26,31,54,22,20,15,17,15,200,0.13,0.155,0.27,0.11,0.1,0.075,0.085,0.075,15,-3,54,2,
7.2_raw.csv_filtered_by_correlation20_SNR15_all_replacement_strategy_1_previous_point,0.27,-0.026,-0.019,0.013,0.013,0.001,0.115,0.115,0.03,0.755,-3.68,-0.565,14.984,37.263,11.277,0.0,-0.003,-0.0,0.261,0.741,-0.58,0.59,-0.721,0.001,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,27,2,20,0,0,26,31,54,22,20,15,17,15,200,0.13,0.155,0.27,0.11,0.1,0.075,0.085,0.075,15,-3,54,2,
7.2_raw.csv_filtered_by_correlation20_SNR15_individual_replacement_strategy_1_previous_point,0.27,-0.026,-0.019,0.013,0.013,0.001,0.115,0.115,0.03,0.755,-3.68,-0.565,14.984,37.263,11.277,0.0,-0.003,-0.0,0.261,0.741,-0.58,0.59,-0.721,0.001,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,27,2,20,0,0,26,31,54,22,20,15,17,15,200,0.13,0.155,0.27,0.11,0.1,0.075,0.085,0.075,15,-3,54,2,
Thu Dec  1 11:56:52 2022,average_velocity_U,average_velocity_V,average_velocity_W,U_variance_Prime,V_variance_Prime,W_variance_Prime,U_stdev_Prime,V_stdev_Prime,W_stdev_Prime,Skewness_U_Prime,Skewness_V_Prime,Skewness_W_Prime,Kurtosis_U_Prime,Kurtosis_V_Prime,Kurtosis_W_Prime,Reynolds_stress_u'v',Reynolds_stress_u'w',Reynolds_stress_v'w',Anisotropy,M30,M03,M12,M21,fku_2d,Fku_2d,fkw_2d,Fkw_2d,fku_3d,Fku_3d,fkw_3d,Fkw_3d,TKE_3d,Q1_K_Value,Q2_K_Value,Q3_K_Value,Q4_K_Value,e,ED,Octant_plus_1,Octant_minus_1,Octant_plus_2,Octant_minus_2,Octant_plus_3,Octant_minus_3,Octant_plus_4,Octant_minus_4,Total_Octant_sample,Probability_Octant_plus_1,Probability_Octant_minus_1,Probability_Octant_plus_2,Probability_Octant_minus_2,Probability_Octant_plus_3,Probability_Octant_minus_3,Probability_Octant_plus_4,Probability_Octant_minus_4,Min_Octant_Count,Min_Octant_Count_id,Max_Octant_Count,Max_Octant_Count_id,
7.9_raw.csv_filtered_by_correlation20_SNR15_all_replacement_strategy_5_mean_of_previous_2point,0.268,-0.026,-0.019,0.012,0.013,0.001,0.111,0.115,0.029,0.485,-3.683,-0.41,15.793,37.275,11.803,0.0,-0.003,-0.0,0.261,0.483,-0.41,0.396,-0.499,0.001,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,29,2,22,0,0,29,32,52,21,20,15,17,14,200,0.145,0.16,0.26,0.105,0.1,0.075,0.085,0.07,14,-4,52,2,
7.9_raw.csv_filtered_by_correlation20_SNR15_individual_replacement_strategy_5_mean_of_previous_2point,0.268,-0.026,-0.019,0.012,0.013,0.001,0.111,0.115,0.029,0.485,-3.683,-0.41,15.793,37.275,11.803,0.0,-0.003,-0.0,0.261,0.483,-0.41,0.396,-0.499,0.001,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,29,2,22,0,0,29,32,52,21,20,15,17,14,200,0.145,0.16,0.26,0.105,0.1,0.075,0.085,0.07,14,-4,52,2,
7.6_raw.csv_filtered_by_correlation20_SNR15_all_replacement_strategy_5_mean_of_previous_2point,0.268,-0.026,-0.019,0.012,0.013,0.001,0.111,0.115,0.029,0.485,-3.683,-0.41,15.793,37.275,11.803,0.0,-0.003,-0.0,0.261,0.483,-0.41,0.396,-0.499,0.001,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,29,2,22,0,0,29,32,52,21,20,15,17,14,200,0.145,0.16,0.26,0.105,0.1,0.075,0.085,0.07,14,-4,52,2,
7.6_raw.csv_filtered_by_correlation20_SNR15_individual_replacement_strategy_5_mean_of_previous_2point,0.268,-0.026,-0.019,0.012,0.013,0.001,0.111,0.115,0.029,0.485,-3.683,-0.41,15.793,37.275,11.803,0.0,-0.003,-0.0,0.261,0.483,-0.41,0.396,-0.499,0.001,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,29,2,22,0,0,29,32,52,21,20,15,17,14,200,0.145,0.16,0.26,0.105,0.1,0.075,0.085,0.07,14,-4,52,2,
7.2_raw.csv_filtered_by_correlation20_SNR15_all_replacement_strategy_5_mean_of_previous_2point,0.268,-0.026,-0.019,0.012,0.013,0.001,0.111,0.115,0.029,0.485,-3.683,-0.41,15.793,37.275,11.803,0.0,-0.003,-0.0,0.261,0.483,-0.41,0.396,-0.499,0.001,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,29,2,22,0,0,29,32,52,21,20,15,17,14,200,0.145,0.16,0.26,0.105,0.1,0.075,0.085,0.07,14,-4,52,2,
7.2_raw.csv_filtered_by_correlation20_SNR15_individual_replacement_strategy_5_mean_of_previous_2point,0.268,-0.026,-0.019,0.012,0.013,0.001,0.111,0.115,0.029,0.485,-3.683,-0.41,15.793,37.275,11.803,0.0,-0.003,-0.0,0.261,0.483,-0.41,0.396,-0.499,0.001,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1,29,2,22,0,0,29,32,52,21,20,15,17,14,200,0.145,0.16,0.26,0.105,0.1,0.075,0.085,0.07,14,-4,52,2,
